Comment,Majority_Label
لقد كَيَّس ابو حجر 😂😂💔 ,Non-Offensive
حشرات المُلوخية ككعكعكعكع الملوخية ما في لها وحوش فيها حشرات كعكعكعكع بالمناسبه أنا اضحك بالعربية الفصحى كعكعكعكع 😂😂ههههههههههه كثرت ككعكعكعكع ,Non-Offensive
@User.IDX للعلم فقط هذا الوزير الجبواني يستلم راتبة من التحالف الذي تقوده المملكة والإمارات اما انته وقح بشكل يا الجبواني تاكل الخير وتنكر 🤔🤔🤔🤔 ,Offensive
اهل الفتنه والفساد باالارض وحبكم للدنيا والاستحواذ على مقدرات الشعوب ملعونين اينما حلو نشروا الفتنه والفساد الصهيونيه المقيته اللهم سلط عليهم غضبك يارب هؤلاء القتله المجرمين ,Offensive
على ايش رح يتجسسون ؟ من كتر المواهب يلي عنا يعني؟ يا عم ارحمونا من الغباء الفكري ,Offensive
سنعود الى ضفاف النيل يوما بإذن الله ,Non-Offensive
@User.IDX يادي النيلة حد يرد علي الخنزيرة🙈 ,Offensive
@User.IDX مشايخ نجد الجاميه لا غرابه انهم حسب مايراه ولي أمرهم يقومون بما كان ينهون عنه بالأمس لا خير فيهم هم ما الانعام بل اضل سبيلا ,Non-Offensive
اسمتعت وشوقتنا لعمان😍 اتمنى ازورها ,Non-Offensive
@User.IDX بريطانيا قبل اسابيع اقفلت مطار هثرو لوجود طائره درون ولم تتحدثوا عنها !!! والله لو تم اطلاق كم طائره على خنزيرتكم ومرتزقتكم لما عرفتم من اين جاءت !!! ,Offensive
الخروج من الوطن خطيئة لا تغتفر مهما كانت الايام قاسية فما من شيء اقسى من الحنين الى الوطن 💙 ويلكم باك تطلعوش منها لحديت ما تطلع منكم ,Non-Offensive
@User.IDX الله يحميه هو وعائلتوا .. حسبي الله ونعم الوكيل .. صرنا في عالم بخوف 👎.. ,Non-Offensive
@User.IDX الخنزيرة تترنح وتتخبط .. بسبب توالي الكفوف كف ورا كف ... <url> ,Offensive
@User.IDX مشان يحبوا السيسي ويصوتوا له😒🤣🤣 ,Non-Offensive
@User.IDX عسى الله ان يهلكك اللي ايده بالنار مو مثل اللي ايده بالماي قال ايش عفو قبحك الله وقبح ما جئت به ,Offensive
@User.IDX عصاابات حمااس اللتي !! قمعت المظااهرات في غزه !! وتقاتلت على الأموال القطرية !! <url> ,Offensive
عندما يتم تحريك الدعاة والممثلين بالريموت عندها لا داعي لهيئة الأمر بالمعروف وكتاب السيناريست ,Non-Offensive
@User.IDX ال سعود مخربين فى لعالم لعربي كله ,Offensive
@User.IDX لا تأخذوا بحديث سعد...لقد فقد الشرعية مذ جلس بالقرب من خاطفه مبس. ,Non-Offensive
@User.IDX عربي إحدى قنوات المخلوع حمد بن خليفه تحت إشراف عضو الكنيست المسيحي الإنجيلي عزمي بشاره وهي باقه من ابواق صنعت للنباح حسب الطلب مذيعيها من بائعي أنفسهم في سوق النخاسه فلا مصداقيه لهم بالنسبه للوسم من السهل انشاء وسم وجعله ترند عالمي فهل يعني هذا ,Offensive
‏قمـة الأدب أن تُنصت إلى شخص يُحدثك في أمرٍ أنت تعرفة جيداً وهو يجهله .مرحبًا بكم 😊 ,Non-Offensive
كل سنه وانت طيييييب جدا بقى ❤ والحلقه دي من الماضي 😂 عايزين حلقه من المستقبل 😂😂 ,Non-Offensive
نيكولاس انت بتجنن اخيرا في حدا بيحكي عن جواتنا نحن الشباب وبعبرنا عنا وبيلمسنا من جوا شكرا الك ,Non-Offensive
"اقسم بالله اني دمعت ، الله يكتب لهم سعادة اضعاف البؤس اللي شافوه، و يعوضهم عن طفولتهم اللي ضاعت ",Non-Offensive
❤اللهم صل وسلم وبارك على سيدنا محمد💙سبحان الله وبحمده سبحان الله العظيم💜استغفر الله العظيم من كل ذنب عظيم💛لا اله الا انت سبحانك اني كنت من الظالمين ,Non-Offensive
@User.IDX والله انه لعيب كبير أن يحكم الجزائر رجل مريض مثل هذا..رجل محتط.. ونحن لا نشمت من مرضه..ولكن العصابات الحاكمة هي من تستغل هذا الرجل المغيب عن عالمنا..لذا يجب على هذا النظام أن يرحل وسيرحل عاجلا إن شاء الله تعالى. ,Non-Offensive
لا يحق له طبعا لانه يتم معاقبة المجني عليها من جديد بتزويجها من هذا الوحش الوغد والخنزير ويجب تطبيق أشد العقوبات القاسية و الرادعة على هؤلاء المرضى النفسيين كالموت بالتعذيب او الإعدام ,Offensive
مع اني لم اختلط مع الاماراتين الا انهم ناس اخلاق و شعب مسالم جدا بس هذا حقير صهيوني يمثل نفسه و يا ضاحي بقران انبح كما تريد فلسطين اقتربت نهاية الصهاينه منها وتبا لك ,Offensive
وفرج قريب باذن الله على فلسطين ,Non-Offensive
"""اخاف اتحسب ربنا ياخذنا والله يا اخوي احنا المقصرين احنا الامه الذليلة الأمة الراضخه الأمة عديمة الانسانية """"مثل المؤمنين في توادهم وتراحمهم كمثل الجسد الواحد إذا اشتكى منه عضو تداعى له سائر الجسد بالسهر والحمى """" لكن لا احد منا يقف عند هالحديث ما بايدي غير ادعيلك ما بايدي غير اني اتف ع حالي عمري 23 سنه و ما بقدر احرك ساكن لأجلك ما بإيدي غير الدعاء و الي بعمري قبل ما الوم حدا كانوا يقودوا جيوش لكن الآن واحسرتاه اسف يا محمد مثل تأسفت ع الدرة ربي يشفيك و يكون معك . """,Offensive
@User.IDX #الجزيرة_منبر_الكذب والنفاق والشقاق بين الشعوب العربية. فاحذروهم فانهم تتار جدد وحلفاء مجوس ايران ,Offensive
IOS ليش اختصرت سالفة عبد الله السبع ؟ صوته لحاله يذكرني بشرحه لتطبيقات ال ,Non-Offensive
الحكاية بختصار الانسان في اغلب حالاته هو سيد الموقف فهو من يحدد ان يكون خير او شرير طبعا هناك عوال تلعب دور أيضا من اهمه التنشئة ,Non-Offensive
اسم العالم فيلهيلم غونتجن 🙄 .. والحلقة روعة جد 👌🏻😍 ,Non-Offensive
مختصر قصة دراسه لمى ( وراء كل امراءة ناجحه رجل عظيم يدعمها ) الف مبروووك لمى حبيبتي الله يوفقكم دائما و يخليكم لبعض و يبعد عنكم الشر ياااارب تستاهلو كل خير ,Non-Offensive
@User.IDX كانه معهم فئران تجارب!! ولكن بعد الكوارث الي صارت مابعرف كيف يركبوا هذه الطائرة ,Non-Offensive
عنر ابغا اسير صاحبك السري مع اني جديد فالقناه وشفت ثلاث ارباع الفديوهات ,Non-Offensive
كنت متوقعه انزل اشوف التعليقات كلها سب في محمد سال ليييييييييييييش كلو زق كلكم ,Non-Offensive
كلم يا بلحة بيقولك نسبة مشاركة ٣٠ في المية.. بيغلط فيك😂😂 ميعرفش ان محدش نزل اصلا ,Non-Offensive
@User.IDX انت متأكد يا كرف ! محمود عبدالعزيز فى فيلم الكيف ,Non-Offensive
"""تعقيب صغير بس عن فكره اللغه العربيه مفهاش ادق واليابنيه فيها ادق ربنا قال """"وعلم ادم الاسماء كلها"""" ربنا علم سيدنا ادم اسماء كل حاجه قبل نزوله الارض ودا كان سبب مهم جدا لسهوله الاتصال ما اعرفش اللغه اللي نزل بيها سيدنا ادم بس اكيد مدام نزل القرأن بالعربيه فهي لغه مش ناقصه زي ما انتي بتقولي هو بس فقر علم مننا باللغه ودا فارق مهم جداً بدليل انك لو فتحت المعجم في كلمات كتير ما بتقدرش تفهمها """,Non-Offensive
واخيرررااا لاقيت سبب منطقي وعلمي لحالة الاكتئاب المزمن الي صايبتني !! اثاريه الاكتئاب هو رؤية الواقع على حقيقته ... لنا الله لكان :( ,Non-Offensive
تحية من فلسطين للشعب المغربي الأصيل والطفلة أمجون ووالديها. بارك الله لكما في التربية الصالحة ورزقكما برها وبر إخوتها. ,Non-Offensive
7سموات وانا اخذ الأدوية النفسية عندما قررت التوقف عنها ذهبت إلى طبيب نفسي آخر فقام بتشخيص حالتى على أنها تشيزوفرينيا والطبيب الأول شخص حالتي على أنها اضطراب ثنائي القطب(بيبولار) الآن انا بخير والحمد لله ,Non-Offensive
@User.IDX @User.IDX الله يكون معه ويفك كربه..حسبنا الله ونعم الوكيل ,Non-Offensive
@User.IDX اقولك ياحسن لا تحشر انف على الجزائر نحن الشعب الجزائري لانقبل ان يتذخل أحد فينا عندك مشكل مع اي بلذ خليك فيه ,Non-Offensive
@User.IDX احسن تستاهل ماحد جبرها معاها عقل تفكر فيه مين ياخذ سلفي مع نمر واحد نفسيه نفسيته في خشمه خلو عنكم الهياط بالله ,Non-Offensive
@User.IDX كعادتك ايتها الخنزيرة تدسون السم في العسل السودانيون عقلاء يعرفون كيف يتعاملو مع قضيتهم ويكفيكم طرد الزرافه الغبيه ابن موزة ووفده الموقر من السودان حولها قناة للأطفال بس تكون اخباريه ,Offensive
الموضوع fake لدرجة الاشمئزاز ... عندي سؤالين لو هي مش مخطوفة أيه الانكسار اللي في عنيها دا وليه ما تصورتش مع مامتها علشان تقولو أهو الاعلام الغربي كداب ليه عمرو أديب هو اللي بيعمل الفيلم دا وليه ما طلعش تكذيب من مسؤل أمني مصري ليه الموضوع أخد الاهتمام بعد تقرير هيئات حقوقية خارجية ولا بس علشان الأم دية محظوظة إن صوتها وصل للإعلام الغربي وَيَا ترى فيه كام ألف واحدة زيها وكام أم وأب لا يعلمون عن أولادهم شيئ اللي يصدق إن البنت دي مش مخطوفة وإنها مش مجبرة تطلع تقول الكلمتين دول يبقى لا مؤاخذة محتاج بردعةً ... !! سلم لي على الحريات ...!! ,Offensive
@User.IDX #الإدماج_أوالبلوكاج نحن اساتذة المغرب نعلن عن اضرب لمدة اسبوع احتجاجا على التهديدات التي نتعرض لها من طرف الحكومة لأننا طالبنا بالإدماج الذي هو من حقنا #Intégration_or_blockage ,Non-Offensive
تتزوجيه ويتزوجك وتتزوجوا بعض 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ,Non-Offensive
‏ببالغ الحزن والأسى ننعى ضحايا حادث قطار رمسيس في القاهرة ونسأل الله العلي القدير أن يلهم أسرهم وذويهم الصبر ‏والسلوان قلوبنا مع الشعب المصري 💔🇪🇬 #اردني ,Non-Offensive
@User.IDX وتركيا وايران وش اخبارها يا قطر ؟!!! ,Non-Offensive
@User.IDX هجوم مبارك وشرعي .... الى الأمام ,Non-Offensive
سلامات يا نيكولاس ما ع البك شر ...خالدي اعملو كاسة ليمون وزنجبيل 🍵😇 ,Non-Offensive
تعا لعنا عسورية ....نحن مناخدك ومنفتلك 😅 ,Non-Offensive
@User.IDX ترامب كانوا بقول يلا نولعها حرب عالمية ثالثه عمى بعيونوا تافه 😷 .. ,Non-Offensive
@User.IDX @User.IDX ان شالله قلبها يوقف . مستواها منحط . ,Offensive
@User.IDX اتخذوا آيات الله لهو ولعبآ أبشروا بغضب الله وعقابه حسبي الله ونعم الوكيل #المغرب ,Non-Offensive
اطلع على سيرة صاحب موقع علي بابا ,Non-Offensive
أنا أول مره اعلقلك بس انا متابعك من زمان السوال ؟فين الإله من معادلاتك ؟؟ ,Non-Offensive
@User.IDX مسئول إسرائيلى قال قبل كده إن ما يحدث بيننا و بين الحكام العرب فى الغرف المغلقة مختلف تماما عما يخاطبون به شعوبهم ,Non-Offensive
فيه نادي رجال ونادي نساء بشارع عبدالله سليمان حي الفيحاء ,Non-Offensive
وانا صايمة سايبة الفيديو و الكلام اللي ف منتهي العمق والفايدة و مركزة ف الخيارة 🐸😢💔😂 ,Non-Offensive
ههههههه يوجد بحر كبير٩:٤. وفي بحر بركه ,Non-Offensive
الى ماذا يهدف هذا التلميع لهذه الشخصية.. بينما سجون الاحتلال مكتظة بالمناضلات و المناضلين الفلسطينيين؟؟؟؟؟ ,Non-Offensive
البنزين فى مصر كل يوم سعره بيغلى مش بيقل ,Non-Offensive
"وين كنا وين صرنا، كنا احرار لتجي عاهرة وساقطة مثلك تحكي وكأنوا مافي شي اسمه ثورة وشهداء، يسقط بشار الكلب خائن الوطن وقاتل الاطفال ",Offensive
المراءه حتى ولو كانت قويه تجد انهامبرمجه بشكل او باخرى ع مايردونه اعداءها منها اي تجلس وتمثل العهر والفساد ع اساس انها امراءه معاصره وقويه وشتئ بين القوه والانحلل وبس ,Non-Offensive
ياخي كلما اتابع قناتك يجيلي ابتسامة بشكل تلقائي😁 ,Non-Offensive
انتو سيبين الموضوع الاساسي ومسكين في الجزيره عرفين ليه الحكومات وحكومات الانقلابات ضد الجزيرة لان بتفضحهم ومع كل التضليل والتدليس الي وصلوله هي الحكومات لسى خيفين من شوية الحقيقه الي بتنشرها الجزيرة. عرفين ليه الجزيره في فطر؟ عشان الراجل معندوش الي يخاف منو مش الجزيرة اي ممنبر اعلامي اي حد يخاف منو بيكون ع دماغو بطحه بعدين احنا مش عيشين وشيفين الانظمه والحكومات والرئساء ولاد الحرام هي الجزيرة بتغيب خبر من عندها ارحمونا يا لما ضحكت من جهلها الامم ,Non-Offensive
نعم الدعوة للاسلام لابد ان تكون بكل الطرق والوساىل الحضارية وخاصة بالتمسك باخلاق الاسلامية التي يحث عليها ديننا الحنيف وان نكون احسن قدوة ,Non-Offensive
بتمنى تعمل حلقة عن السيسي وهو يحكي عن موضوع اعمار سوريا😂😂😂 ,Non-Offensive
@User.IDX الحلقات الي شفتها خلتني اتجنب الباقي بس اخوي يقول في معضمها موجود الصوت . وفقكم الله للخير . محب في الله ,Non-Offensive
ليش تكتب بل انجليزي اكتب بل عربي انت عربي واحنا عرب سهلها علينا وعليك واكتب بل عربي 😠😠😠 ,Non-Offensive
"ماشاء الله فيديو جميل وضحكني شكلك الحزين ,, وعجبتني إنو نختار الناس اللي نبيهم يكونو معانا فعلا ",Non-Offensive
@User.IDX @User.IDX انا استغرب منهم بالغصب تصاحبونا ونتصالح دولتنا وبكيفما مانبيكم تدخلون ولا تشترون مننا ايش هالاوادم بالغصب ادخل دولتكم ولا اشتكي حنا مقاطعينكم الحصار كلمة غبيه معناها يامتعلمين انا حصرناكم ماتطلعو ولاتسافرو اجل القطريين اللي مستفرين برا,Offensive
"الضرائب تصل ل ٥٠٪ , والنظام الصحي مجاني لكن غير قابل للاستخدام حيث تحتاج اشهر لتقابل طبيب , تكاليف المعيشة مرتفعة نتيجة الضرائب علي كل شيء وقد تنتظر لسنوات لتجد سكن , بالاضافة لانقسام المجتمع الداخلي عرقيا وطبقيا ودينيا ",Non-Offensive
"تقرير السعادة العالمي لا أعتقد انه مرجع ثقة ويمكن اعتماده كمرجع علمي... ولكن يمكنك الأعتماد على تقارير مثل نسبة التقديم على هجرة, نسبة الأمراض النفسية المسجلة (بالرغم من انها غير دقيقة في بلادنا والدول الفقيرة) ونسب الجريمة والتحرش واللأغتصاب... هاذي هي المؤشرات وغيرها هو فعلا نسب السعادة وليس انك تسأل شخص ماشي فالشارع هل انت سعيد ام لا... حتلاقي شعوب مطحونة وبتبكي دم اخر الليل وفالآخر لما تسأله الصبح سعيد ام لا يقلك طبعا سعيد ",Non-Offensive
@User.IDX من امن العقوبة اساء الادب ,Non-Offensive
يارب فرجك علينا يا الله ,Non-Offensive
@User.IDX البركه فيكم انتو أهل الشر والفتن ,Offensive
"@User.IDX مافي تحدي كلهم مشاءالله رشيقات وضعاف ، لو عندنا جان الزوج اصبح جباتي😂😂😂اخخ ",Non-Offensive
ياخي عمر حسين يتكلم كلام حقييييييقي 🔥🔥 زوووبد بس ,Non-Offensive
طيب ما كدا هيبقى الأجنة الناتجة نسخة مطابقة من الأميعني تكاثر لاجنسي ,Non-Offensive
"ابت الحقارة ان تفارق اهلها .. ان الحقارة للحقير وسامُ فعلاً ، و انذل منك لم ترى عيني قط .. واقذر منكم لم تلد النساءِ لحكام الخليج ..... ولكو لو راضعين من ثدي صهيونيه ما بتكونوا بالدناءه هاي ... اعوذ بالله .. الجاهل و الساذج و الخاين ، بس هو الي واقف مع ال سعود و الامارات .. ما في عقل ! فكروا شوي .. شغلوا هالطنجره من خيانتكم و قذارتكم بلشت احب ايران .. اقذر من هيك حال وصلوه العرب ما في .. عبيد امريكا ",Offensive
@User.IDX @User.IDX ...لا حول ولا قوة الا بالله و بنته الصغيرة؟... ,Non-Offensive
لانها نجت .... ممكن تبقى فراخ مشوية لكنها نجت 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ,Non-Offensive
ملحد ....ويجب على المسلمين ان يتخذوا من قادتهم المؤمنين قدوة وليس شخص لايؤمن بالله وتاريخنا ملئ بالشخصيات العظيمه ,Non-Offensive
@User.IDX @User.IDX اللهم فرحة في قلوبنا التي جافاها الفرح كفرحة ذلك الطفل الذي لم يعد في قلبه مكان فائض لفرح آخر من شدة فرحه يا الله أجب بحقك العظيم ,Non-Offensive
"""و الغريب أن """" الدول السبعة """" التي سيعلق ترامب منح التاشيرة لمواطنيها و هي العراق , اليمن , ليبيا , اللسودان , الصومال , سوريا , و كلهم لم يبدوا أي رد فعل ( و من متى هذه الخرب تهتم لأمر مواطنيها ؟ ) باستثناء إيران التي أبدت رد فعل حين تعاملت بالمثل على هذا القرار . """,Non-Offensive
"دخلت اتبرع وعبيت كل البيانات لكن للاسف ماعندي رمز بريدي، ساعدوني فضلًا ايش الحل؟؟ ",Non-Offensive
ارهب انسان في الحياة :) ,Non-Offensive
@User.IDX ترا اغلب المتابعين لك سعودين لاتقعد تشغلنا انت والتركي هذا لانقفل حسابك بكبره ,Non-Offensive
@User.IDX حسبنا الله ونعم الوكيل على السفهاء وتجار الدين يبيعون دينهم من أجل المال ,Non-Offensive
اعكس كلمة بربس حاتطلع سب رب يعني سب ربك ,Offensive
@User.IDX كذابين يا قذرين حقدكم اصبح مكشوف للعالم حاولوا تخففوا شوي ,Offensive
ظهر الفساد في البر والبحر بما كسبت أيدي الناس ليذيقهم بعض الذي عملوا لعلهم يرجعون ,Non-Offensive
"جديا احب فديوهاتك مره ممتعه و مفيده وبنفس الوقت عفويه جدا وبسيطه وبعيده كل البعد عن التكلف ، ربنا يسعدك 💛 ",Non-Offensive
مافي بعد المنسف البلدي والجميد الكركي ترا الشاوراما عنا بسلكو فيها مع قلايت كبده عاى بين ما يجهز الغدا وان في جاج لنقرشه ما بقولو لاء ههههههه جماعتنا حطو ياجوج وماجوج مداليه شوف كرت المنسف تقول صخرة منجنيق ولا كرة ثلج تدحرجت بل لفوق ضد قانون الجاذبيه 😈 ,Non-Offensive
السودان معـلم الشعوب لذلك لايهمنا من يسـئ الينا بجـي وقت نرد عـلي كلامهم السـودان-ارض الجمال والنيل حضارة ممتدة يكفــي عندنا نيلـين وجيــش قــوي جــدا يقاتـل داخل السودان وخـارجها ,Non-Offensive
@User.IDX الزياده برواتب المصريين تقتل قناة الجزيره و تبكي قطر فلا يفرح ابليس بخير يصيب المسلمين ,Non-Offensive
@User.IDX حقيقة يراد بها باطل الان اصبحت الحرب عسكرية وتدخل مباشر لبسط النفوذ وتقمص هيبه القوس المحتل وما يحدث في #اليمن اكبر دليل على ذلك ,Non-Offensive
"@User.IDX كانت مظاهرات سلمية راقية ، لا تضللوا الناس ، هذه الصور هي فقط عندما وصلوا إلى قصر الرئاسة لكن سرعان ما عاد الشعب والأمن سلميين معا . الدولة والشعب خاوة خاوة . كفاكم تضليلا للشعوب وتزويرا للأحداث . انقلوا الأخبار بكل مصداقية وأظهروا الحقيقة . الم",Non-Offensive
عمر طريقتك تحسسني ان القصة كلها كيسسسس 😂😂😂😂❤️❤️❤️❤️❤️❤️ ,Non-Offensive
عمر .. هل تشاهد قناة هدى الإنجليزية في بريطانيا و تدل الناس عليها .. ممكن تشاهد القناة عبر تطبيق القناة على منصة أندرويد و آبل ..huda tv .. و أتمنى أنك تنشره يا غالي ,Non-Offensive
@User.IDX يعني حلال عليهم ك سلاطين وحرام على الشعب الأولى ان تقطع يدهم التي سرقت اموال بروناي وتم واستثمارها في اروبا هم من يعيشون حياة البذخ وذلك بأموال الشعب ,Non-Offensive
@User.IDX لماذا لم تنقل الجزيرة تصريح النائب الامريكي كراهام الذي كانت تنقل عنه كل تصريح آبان أزمة مقتل خاشقجي؟؟ الرأي والراي الاخر يوضع جانباً عندما يتعلق الامر بشؤون ايران وتركيا ولاة أمور دويلة قطر. <url> ,Non-Offensive
@User.IDX طيب والمسيحيات اللي في الدير عندهم محجبات وشلون يفكرون هذولا ,Non-Offensive
واو لاول مرا ما افهم ,Non-Offensive
ياليت يكون في نفس البرنامج بس يكون للمتابعين ,Non-Offensive
@User.IDX الحمدلله.. لم يأتِ الشتاء حتى الآن.. الأجواء مابين.. مغبرة وحارة ولطيفة إلى مائلة للبرودة ,Non-Offensive
ماسم الاغاني الذي عرضها في الفيديو ,Non-Offensive
انا أسمى سميرة سعيد أعتقد يجيب فلوس كتير اوى بس انا مش هبيع عشان يكفينى أن أى مكان أدخله و يتذكر أسمى محدش بينسانى عشان لازم اخد تعليق بما انى منتقبة و ف نفس الوقت أسمى كده ع اسم سميرة سعيد بس شكرا يا بابا ع اختيارك لاسمى ,Non-Offensive
@User.IDX @User.IDX اللهم اغفر له و ارحمه و تجاوز عن تقصيرنا ,Non-Offensive
@User.IDX انعل والدي الي سواك رئيس ,Offensive
افااا عليك عمر تروح قناتهم وتمدحهم قبل ثلاثه اسابيع قناة دين اسكوااد نزله كليب وبسبه اهل سنه مذهب اهل السلف الصالح وانت ماخذها عادي؟!! دولا اتهمونا اننا تكفريون وارهابيين ما ظننت منك كذا افتركت على حترد عليهم لاكني خاب ظني بيك ؟ :( ما اقول الا حسبي الله ونعم الوكيل على كل شخص ماعنده غيره بدينه ولا بمذهبه . ,Non-Offensive
@User.IDX يجب ان ينتصر الحق عاجلاً غير اجلاً ,Non-Offensive
خسارة ياليتني اتصلت داك اليوم 😕 ,Non-Offensive
مؤثر .. الله يحمي لبنان ,Non-Offensive
@User.IDX تتباكون على الحرس الارهابي طيب خل تميم العنز يتجراء ويطردهم من قاعدة العديد اذا له سطله اصلا ,Non-Offensive
@User.IDX من حقه يرفض 🙂 لان ماكان باقي الا البلنتيات بسس . ,Non-Offensive
بالنسبة لرسمة اشواق المقصد نقدر نختار اما يكون عقلنا ابداعي او منطقي الجانبين ممتازين هذا راي اما اشواق اظن انها حابه الملون اكثر ,Non-Offensive
"@User.IDX @User.IDX @User.IDX كل ما يحدث الآن بظل الأنظمة الحالية القائمة من جميع الأطراف هي إنتصارات قصيرة المدى. وأجزم أن مهندس هذه الإنتصارات لا يعرف شيء عن المجتمع العربي الا من خلف الحاسوب،وممولها قائد عربي مخمور. نعم يمكن أن يحدث تطبيع وإندماج وشراك",Non-Offensive
"@User.IDX #الاتحاد_النصر إذاعة🎙 #البيان نشرة📰 أخبار الدولة الإسلاميـ،ـة🏴 السبت 22 شعبان 1440 هـ🔻 <url> ",Non-Offensive
برنامج الصدمة يقلدون برنامج أمريكي في اليوتيوب ,Non-Offensive
"فقط للتصحيح، مدة الاحتكار حسب إتفاقية تريبس تبتدأ فور تسجيل الدواء كإختراع ملموس ماديا و ليس من وقت بدأ الابحاث، يعني العشرين سنة مضمونة لا وممكن تزيد لأكثة من عشرين سنة هدا ما يطلق عليه تريبس &quot;TRIPS PLUS&quot; ",Non-Offensive
"كل انثى في مصر يتم التحرش بها،حتى مصر. ",Non-Offensive
"""هذا مايتنحا او ينعزل او يغتال او يقتل او يستقيل هذا تحنطه وتحطه جمب فرعون هذا طاغيه مصر وهذا المهرج من باع مصر هذا اعظم من فرعون هذا تحطه في قمه الهرم هذا من أراد بيع نفسه """""""" انا اعرف العبيد يناسرو أهلهم مطفرين باعوه عشان يعيشو هذا يحسب انه رح يثير تعاطف اسفه طوائف مصر وهذا اللذي لم يحدث الى العلامين صدقوني هذا يجيب سياح اكثر من أبو الهول والان اترككم من الشاعر سوسو مع قصيدده لو ينفع لابيع نفسي (ترا ينفع بس انت رخيص الخواجه مايدفع فيك كيلو قمح) """,Offensive
"@User.IDX الجزيرة تطلع اجرامكم وغدركم ومؤامراتكم وحربكم الخفي والمعلن على كل شعب عربي يطالب بحقوقه المسروقة وحريته المسلوبة من حكام ظلمة طغاة على شان هذا تحاربون الجزيرة ، الجزيرة قناة كل احرار العرب والمسلمين ",Non-Offensive
@User.IDX بابا ترمب قائد اممي 😍 حاكم فيهم كلهم الله عليه <url> ,Non-Offensive
@User.IDX الحكومة وعلى رأسهم ختيار الجن #السبسي ,Non-Offensive
صبري على روحي ولاصبر الناس عليا نداوي جروحي بروحي ولامن يعلم بيا #مثل_تونسي ,Non-Offensive
لقد اخطأ حين قال كأنك انت الدهر لو انصف الدهر فلم ينزه في كلامه بل مثل المخلوق هنا بالخالق واكمل بيته بمسبة انا الدهر لم يعدل حدثنا يحي بن بكير حدثنا الليث عن يونس عن بن شهاب اخبرني ابو سلمة قال قال ابو هريرة رضي الله عنه قال رسول الله صلى الله عليه وسلم قال الله يسب بن آدم الدهر وانا الدهر بيدي الليل والنهار. والله ورسوله اعلم ,Non-Offensive
احبج مروة بس ستايلج القديم احلة احبج مروة😂😂😂 ,Non-Offensive
@User.IDX كسم قطر حفتر هيشرمكم هي فعلا اقل من انتكون لقمه ياشواذ نهياتكم قريبا ,Offensive
انت انسان اكثر من رائع لانك تقول الاشياء التي اريد ان اقولها و افكر فيها لكنك تعبر بشكل رائع و عفوي ارجوك لا توقف لان حبنا لك شيئ غير مادي شكرا ( متابع من الجزائر ) ,Non-Offensive
يا احمد عاوزين حلقه عن ضرر الاشعاعات النوويه ,Non-Offensive
@User.IDX كل يوم والثاني تثبتون للقاصي والداني انكم عبارة عن مرتزقة مشردين منحطين لا أوطان لا إسلام لاعروبة لاغيرة لا نخوة لا مرؤة لا كرامة لا شرف ولا اخلاق. اخخختفوه💦 عليكم وعلى الصهيوني(عزمي بيارة) الذي دربكم على اخلاق اسياده الصهاينة وعلى السافل الذي ,Offensive
@User.IDX قال تعالى (وَمَا كَانَ جَوَابَ قَوۡمِهِۦۤ إِلَّاۤ أَن قَالُوۤا۟ أَخۡرِجُوهُم مِّن قَرۡیَتِكُمۡۖ إِنَّهُمۡ أُنَاسࣱ یَتَطَهَّرُونَ) [سورة اﻷعراف 82] ,Non-Offensive
شو اسم الأغنية إلي بتحكي عن المصالحة في الدقيقة  <url> الرد ,Non-Offensive
شعب المورتاني شعب متواضع جدا ,Non-Offensive
عمر حسين شعرك صار يشبه كابتن ماجد والله عن جد وانت كمان تشبه ,Non-Offensive
@User.IDX نتوقع تحرك بطولي من ملك الاردن وطرد السفير الاسرائيلي واغلاق السفارة الاسرائيليه وما دون ذالك هو اسهلاك اعلامي <url> ,Non-Offensive
0:56 اللي يعرف اسم الاغنيه يعطيني اياها تكفون ,Non-Offensive
من الاكتفاء الذاتي إلى الاستيراد = الغزو الامريكي ,Non-Offensive
@User.IDX عندكم علم غير هذا هاتوه تقول عزبة مات عنها زوجها لطلطة فاضية خلك رجال ياهيه عندك غير الوعيد بالكلام هاته نبي رجال تفعل ياالبومة ,Offensive
"@User.IDX ديما العرب ينبهرو بتصرافت الغرب وان كانت غير لائقة انا اتحدى رئيس المفوضية الأوروبية ان يترك هاتفه يرن في اجتماع على المستوى العالمي او حتى في اوروبا وانما هو استهتار واستصغار للمنطقة التي يوجد فيها،المسألة ليست احترام المرأة او زوجته وانما في ع",Non-Offensive
@User.IDX لا أثق بما يقوله المشاهير خاصتا عبود أما بدعة نباتي و حيواني أجلس اضحك على الحثالة خاصتا منهم العرب الذين يريدون أنهم أحد الفئتين 😂😂😂 ,Offensive
انا منتظر تعملوا حلقه ع الفساد في اليمن و الظلم من الداخل و الخارج ع اليمن ..؟! ,Non-Offensive
